"Name","ID","train_sets","ANLI_test_acc_epoch","MNLI_test_acc_epoch","SNLI_test_acc_epoch","WANLI_test_acc_epoch","val_acc_epoch"
"astral-galaxy-1640","1wwwm6qm","[""SNLI_0.25"",""ANLI_0.0"",""WANLI_0.75""]","0.32181817293167114","0.6478384733200073","0.8603420257568359","0.6822916865348816","0.6193939447402954"
"zesty-hill-1613","201r8hj3","[""SNLI_0.25"",""ANLI_0.0"",""WANLI_0.75""]","0.3163636326789856","0.7116639614105225","0.8688924908638","0.6911057829856873","0.6301515102386475"
"major-sea-1611","9mwydhfr","[""SNLI_0.25"",""ANLI_0.0"",""WANLI_0.75""]","0.32181817293167114","0.7265497446060181","0.8644136786460876","0.7091346383094788","0.6346969604492188"
"autumn-pine-1653","1ln1gg55","[""SNLI_0.25"",""ANLI_0.5"",""WANLI_0.25""]","0.3731818199157715","0.7067700028419495","0.857695460319519","0.6498397588729858","0.6189393997192383"
"cerulean-resonance-1614","1n1bdi55","[""SNLI_0.25"",""ANLI_0.5"",""WANLI_0.25""]","0.35818180441856384","0.7487764954566956","0.8664495348930359","0.6915063858032227","0.6210606098175049"
"lunar-salad-1594","2jmkl17e","[""SNLI_0.25"",""ANLI_0.5"",""WANLI_0.25""]","0.3563636243343353","0.7092169523239136","0.8627850413322449","0.6722756624221802","0.6237878799438477"
"cerulean-energy-1634","3fbwc6a9","[""SNLI_0.25"",""ANLI_0.5"",""WANLI_0.25""]","0.3650000095367432","0.761215329170227","0.8685871362686157","0.6586538553237915","0.625"
"dauntless-yogurt-1639","18zbkczg","[""SNLI_0.75"",""ANLI_0.25"",""WANLI_0.0""]","0.3468181788921356","0.7924143671989441","0.8727605938911438","0.546875","0.5777272582054138"
"unique-elevator-1645","1o2gza26","[""SNLI_0.75"",""ANLI_0.25"",""WANLI_0.0""]","0.3499999940395355","0.7901712656021118","0.8729641437530518","0.5552884340286255","0.5831817984580994"
"genial-sound-1619","2vysydgw","[""SNLI_0.75"",""ANLI_0.25"",""WANLI_0.0""]","0.35818180441856384","0.8142333030700684","0.8784608840942383","0.5464743375778198","0.5919696688652039"
"azure-surf-1606","3c9guhkm","[""SNLI_0.75"",""ANLI_0.25"",""WANLI_0.0""]","0.3640909194946289","0.8054649233818054","0.8760179281234741","0.5600961446762085","0.5751515030860901"
"lively-rain-1608","3rtwzwlz","[""SNLI_0.75"",""ANLI_0.25"",""WANLI_0.0""]","0.3404545485973358","0.7571370601654053","0.8800895810127258","0.5669070482254028","0.5840908885002136"
"dark-forest-22","1003qm41","","","","","","0.7151246070861816"
"fallen-elevator-5","12fbkwme","","","","","","0.33125001192092896"
"playful-serenity-31","1b6afheo","","","","","",""
"vibrant-tree-38","1ef96mk2","","","","","","0.1666666716337204"
"warm-dragon-9","1iqfjlcu","","","","","","0.613095223903656"
"golden-deluge-19","1jmgoau8","","","","","","0.6608030200004578"
"easy-firebrand-7","1rzyz8wj","","","","","","0.5625"
"wobbly-leaf-40","1vjto1ey","","","","","",""
"polar-violet-36","1yh9p8qu","","","","","","0.7042682766914368"
"glad-butterfly-34","207iliqg","","","","","","0.613095223903656"
"clear-blaze-21","24f9jsdn","","","","","","0.6894659399986267"
"glorious-dragon-30","29b6dq3l","","","","","","0.6564286947250366"
"eternal-dew-29","2bxw105t","","","","","",""
"jolly-smoke-10","2eoefol5","","","","","","0.613095223903656"
"eager-river-3","2g0a9ba2","","","","","",""
"blooming-pyramid-39","2juuu2el","","","","","","0.7327454090118408"
"stellar-eon-15","2k5y289q","","","","","","0.5935882925987244"
"ruby-bush-2","2r52emyz","","","","","",""
"spring-feather-17","2ryoms5r","","","","","","0.5935882925987244"
"honest-paper-33","2s6t5tyb","","","","","","0"
"comic-vortex-18","32asrmp4","","","","","","0.6564286947250366"
"clear-plasma-26","38gsylvy","","","","","",""
"drawn-cosmos-37","3db8uenm","","","","","","0.25"
"jumping-grass-4","3dlwp5s6","","","","","","0.3062500059604645"
"frosty-bird-8","3ekvxx5s","","","","","","0.6190476417541504"
"genial-darkness-25","3gtacpw2","","","","","",""
"genial-spaceship-23","3ixwailu","","","","","",""
"astral-mountain-16","3kviqz5z","","","","","","0.5858864784240723"
"iconic-universe-28","3m291oen","","","","","",""
"cool-lion-20","3nw5cq8r","","","","","","0.6570073962211609"
"feasible-frost-6","3pyoqc9i","","","","","","0.7301538586616516"
"leafy-deluge-27","3qiui9fg","","","","","",""
"divine-donkey-24","3so8ll4w","","","","","",""
"lyric-glitter-1","4map6cwa","","","","","",""
"blooming-violet-12","hxtkb2sj","","","","","","0.613095223903656"
"graceful-elevator-14","ltt5b5fe","","","","","","0.5858864784240723"
"jumping-durian-35","mmwdug0z","","","","","","0.613095223903656"
"volcanic-brook-11","ojf06bla","","","","","","0.5907738208770752"
"dark-hill-41","raqp5282","","","","","","0.6729294657707214"
"jolly-wildflower-13","y1hg3c98","","","","","","0.5935882925987244"
"summer-meadow-32","zfye6d5l","","","","","",""
